Any;NomMun;Comarca;Costa;Muntanya;Poblacio_padro;Superficie_ha;05_SU;05_SURB;05_SNU;12_A1_SUC;12_A2_SUC;12_A3_SUC;15_SV_SUC;20_Equip_habt
2019;Sant Feliu de Buixalleu;Selva;0;;783;6207,1600;167,1763;77,7461;5962,2377;49,4448;0,0387;0;21,8236;174,4613
2019;Sant Feliu de Guíxols;Baix Empordà;1;;21925;1584,5700;490,1573;83,2271;1011,1851;0;11,4259;0;72,3787;13,7275
2019;Sant Feliu de Pallerols;Garrotxa;0;Zona de muntanya;1371;3381,3700;63,2512;10,1105;3308,0076;2,046;0,2159;0;5,6959;27,6457
2019;Sant Ferriol;Garrotxa;0;Zona de muntanya;243;4228,7300;9,5983;18,8006;4200,3321;3,723;0;0;1,237;11,5345
2019;Sant Gregori;Gironès;0;;3817;4888,6800;159,1741;68,431;4661,0716;26,7973;0;0;13,8797;28,727
2019;Sant Hilari Sacalm;Selva;0;Zona de muntanya;5627;8288,1500;134,8548;69,1237;8084,1719;24,1766;0;0;9,291;19,5241
2019;Sant Jaume de Llierca;Garrotxa;0;Zona de muntanya;865;690,02;45,0265;53,8093;591,1862;15,7362;1,7503;0;3,6599;32,0238
2019;Sant Jordi Desvalls;Gironès;0;;761;1177,7900;37,114;22,5751;1118,1025;0;0;0;0,8768;31,798
2019;Sant Joan de les Abadesses;Ripollès;0;Zona de muntanya;3232;5368,2300;92,8028;25,2365;5250,1868;15,9382;0,9322;0;11,7784;16,3733
2019;Sant Joan de Mollet;Gironès;0;;507;322,98;21,1818;12,0222;289,7809;1,15;0,0495;0;0,4721;12,5957
2019;Sant Julià de Ramis;Gironès;0;;3515;1869,8700;190,1692;116,8356;1562,8650;2,7401;10,2541;0;13,8583;164,7232
2019;Vallfogona de Ripollès;Ripollès;0;Zona de muntanya;206;3895,7900;8,0584;1,5551;3886,1802;0;0,5541;0;0,9084;91,5575
2019;Sant Llorenç de la Muga;Alt Empordà;0;;264;3179,9300;23,2583;0;3156,6748;0;0;0;1,2043;58,5458
2019;Sant Martí de Llémena;Gironès;0;;633;4295,0400;37,7151;22,7939;4234,5323;0;1,7955;0;0,672;17,5724
2019;Sant Martí Vell;Gironès;0;;252;1727,9400;12,4389;1,2637;1714,2342;0;0,5293;0;0,3725;7,9224
2019;Sant Miquel de Campmajor;Pla de l'Estany;0;Zona de muntanya;231;3361,7200;2,3726;0;3359,3506;0;0;0;0,1385;61,6288
2019;Sant Miquel de Fluvià;Alt Empordà;0;;764;357,07;38,5882;0;318,4861;0;0;0;0,1639;6,9689
2019;Sant Mori;Alt Empordà;0;;177;757,08;9,6732;1,35;746,0576;0;0;0;0,6086;15,1294
2019;Sant Pau de Segúries;Ripollès;0;Zona de muntanya;697;877,97;26,4172;3,9795;847,5749;1,6431;0;0;1,8875;8,5644
2019;Sant Pere Pescador;Alt Empordà;1;;2042;1829,3100;87,8137;103,7942;1637,7063;0;12,4163;0;9,6766;16,4196
2019;Santa Coloma de Farners;Selva;0;;13143;7088,7100;320,8402;243,7859;6524,0790;11,6022;2,1606;0;25,95;17,3169
2019;Santa Cristina d'Aro;Baix Empordà;1;;5223;6775,8500;588,663;245,9356;5941,2469;0;44,0264;0;67,3382;37,6473
2019;Santa Llogaia d'Àlguema;Alt Empordà;0;;370;198;38,9485;27,3908;131,6599;19,9451;0;0;2,0088;132,6881
2019;Sant Aniol de Finestres;Garrotxa;0;Zona de muntanya;341;4846,3700;13,1311;0;4833,2402;4,6074;0;0;1,0509;19,6953
2019;Santa Pau;Garrotxa;0;Zona de muntanya;1565;4856,7500;49,5143;9,7606;4797,4758;0,4415;0,8346;0;2,8668;21,1448
2019;Sant Joan les Fonts;Garrotxa;0;Zona de muntanya;3006;3196,6900;129,5681;58,0032;3009,1233;46,9956;0,6906;0;13,9151;25,2946
2019;Sarrià de Ter;Gironès;0;;5170;425,28;126,486;24,9339;273,8574;25,1897;0,9056;0;11,8573;15,8301
2019;Saus, Camallera i Llampaies;Alt Empordà;0;;837;1155,3600;48,3958;5,3776;1101,5822;0;0;0;1,0541;14,5982
2019;la Selva de Mar;Alt Empordà;0;;196;725,56;17,1895;1,6818;706,6838;0;0,028;0;1,6028;178,0033
2019;la Cellera de Ter;Selva;0;Zona de muntanya;1946;1464,3600;42,7021;21,8057;1399,8562;3,5448;0;0;2,2736;16,1439
2019;Serinyà;Pla de l'Estany;0;;1136;1719,5800;34,467;28,0601;1657,0512;1,1573;0,643;0;1,3546;8,8778
2019;Serra de Daró;Baix Empordà;0;;221;799,09;22,5396;1,3253;775,2297;2,9786;0;0;1,4202;34,3368
2019;Setcases;Ripollès;0;Zona de muntanya;177;4889,6100;9,7881;2,5971;4877,2223;0;0,6099;0;1,0101;2,7763
2019;Sils;Selva;0;;6093;3019,3500;370,0109;64,2279;2585,1121;27,5761;2,6709;0;32,5434;18,6112
2019;Susqueda;Selva;0;Zona de muntanya;101;5070,3900;0;0;5070,3931;0;0;0;0;0
2019;la Tallada d'Empordà;Baix Empordà;0;;463;1659,5300;52,6344;9,1453;1597,7521;1,8249;1,6724;0;2,7708;54,6188
2019;Terrades;Alt Empordà;0;;329;2089,9300;7,8281;35,0879;2047,0112;0;0;0;0,1954;14,992
2019;Torrent;Baix Empordà;0;;175;791,01;10,3938;22,3265;758,2937;0;0;0;0,4623;8,9052
2019;Torroella de Fluvià;Alt Empordà;0;;694;1686,0100;43,2429;21,3733;1621,3967;0;0;0;1,2194;25,3464
2019;Torroella de Montgrí;Baix Empordà;1;;11645;6599,8200;402,5291;104,9557;6092,3370;4,4957;30,6307;0;31,3072;19,6714
2019;Tortellà;Garrotxa;0;Zona de muntanya;809;1100,3300;32,8728;11,1033;1056,3494;4,9494;0;0;4,2043;42,6848
2019;Toses;Ripollès;0;Zona de muntanya;171;5767,2500;21,1163;1,5128;5744,6259;0;0;0;0,6975;28,5462
2019;Tossa de Mar;Selva;1;Zona de muntanya;5683;3813,4300;270,1251;42,4005;3500,9050;1,3035;20,6598;0;41,6931;12,9886
2019;Ultramort;Baix Empordà;0;;223;450,85;16,1533;4,5964;430,0975;0;0;0;0,1409;27,5701
2019;Ullà;Baix Empordà;0;;1153;739,29;40,4247;14,0705;684,7991;8,4266;0,854;0;2,6374;11,4341
2019;Ullastret;Baix Empordà;0;;290;1107,7800;15,4213;3,3058;1089,0547;0;0;0;0,2579;4,5142
2019;Urús;Cerdanya;0;Zona de muntanya;189;1744,9500;23,0803;7,4226;1714,4451;0;0;0;1,8287;20,1277
2019;la Vall d'en Bas;Garrotxa;0;Zona de muntanya;3072;9057,1600;131,5051;18,9815;8906,6748;17,7578;2,1441;0;9,4159;23,0425
2019;la Vall de Bianya;Garrotxa;0;Zona de muntanya;1264;9361,8200;52,1032;15,3774;9294,3399;24,2516;0;0;3,9609;15,4501
2019;Vall-llobrega;Baix Empordà;0;;899;548,19;65,8718;11,4703;470,8473;6,785;0;0;8,7206;27,7621
2019;Ventalló;Alt Empordà;0;;859;2481,8200;20,6963;32,2235;2428,9000;0;0;0;0,4005;28,2124
2019;Verges;Baix Empordà;0;;1171;959,92;38,9571;0;920,9594;0;0;0;0,9719;31,0322
2019;Vidrà;Osona;0;Zona de muntanya;167;3447,1800;27,4747;0,5653;3419,1410;1,4684;0;0;5,0749;84,8913
2019;Vidreres;Selva;0;;7797;4817,4200;415,7848;173,1644;4228,4705;0;10,2239;0;68,9924;30,8512
2019;Vilabertran;Alt Empordà;0;;979;236,63;24,9903;6,5967;205,0384;0,3796;0;0;1,1685;44,4722
2019;Vilablareix;Gironès;0;;2897;613,73;67,2356;69,7604;476,7298;7,7309;0;7,64423705;4,8072;10,7438
2019;Viladasens;Gironès;0;;200;1551,6100;10,4441;3,4819;1537,6795;0;0;0;0,2364;17,1869
2019;Viladamat;Alt Empordà;0;;468;1183,4100;41,856;3,8654;1137,6885;0;2,2546;0;2,1975;42,4493
2019;Vilademuls;Pla de l'Estany;0;;815;6216,6500;37,058;0;6179,5969;0;0;0;1,6661;17,3876
2019;Viladrau;Osona;0;Zona de muntanya;1040;5071,2700;138,4925;43,5008;4889,2811;4,2211;0;0;8,4981;89,4466
2019;Vilafant;Alt Empordà;0;;5394;842,99;113,7002;126,3823;602,9076;5,5266;0,7002;0;6,2273;12,7574
2019;Vilaür;Alt Empordà;0;;157;548,89;24,04;2,2399;522,6105;0,9577;0;0;2,8317;123,5215
2019;Vilajuïga;Alt Empordà;0;;1104;1322,4800;44,4365;16,5527;1261,4894;1,584;0;0;2,8084;41,6446
2019;Vilallonga de Ter;Ripollès;0;Zona de muntanya;398;6428,4000;30,6994;1,8807;6395,8221;0;0;0;1,3773;38,2134
2019;Vilamacolum;Alt Empordà;0;;348;557,21;40,105;0;517,1033;0;0;0;0,3246;16,4396
2019;Vilamalla;Alt Empordà;0;;1181;889,11;199,1391;109,1819;580,7931;89,725;12,7738;4,247029612;19,6091;157,1201
2019;Vilamaniscle;Alt Empordà;0;;200;546,42;19,5984;0;526,8197;0;0;0;1,1737;58,3971
2019;Vilanant;Alt Empordà;0;;392;1696,4000;13,5792;2,4873;1680,3346;0;0;0;0,1738;24,0093
2019;Vila-sacra;Alt Empordà;0;;760;610;46,4985;35,8501;527,6475;17,6072;0;0;0,5876;17,7752
2019;Vilopriu;Baix Empordà;0;;202;1690,0400;30,3242;9,5817;1650,1370;0;0;0;2,1641;10,3625
2019;Vilobí d'Onyar;Selva;0;;3291;3259,6600;69,5448;69,1705;3120,9488;6,9003;0;0;5,677;16,5984
2019;Biure;Alt Empordà;0;;232;1002,1100;9,693;1,6309;990,7816;0;0;0;0,0273;54,5686
2019;Cruïlles, Monells i Sant Sadurní de l'Heura;Baix Empordà;0;;1279;9960,3100;34,1696;47,1523;9878,9887;0;0;0;1,2525;28,2528
2019;Forallac;Baix Empordà;0;;1687;5017,7800;112,9818;14,016;4890,7809;32,8673;1,3446;0;8,7277;29,7336
2019;Sant Julià del Llor i Bonmatí;Selva;0;;1286;965,39;38,3396;18,1061;908,9457;8,0023;0,1704;0;2,3617;23,558
2019;Abella de la Conca;Pallars Jussà;0;Zona de muntanya;179;7827,3000;3,2386;0;7824,0571;0;0;0;0,183;9,077
2019;Àger;Noguera;0;Zona de muntanya;588;16033,8900;61,8767;5,8872;15966,1255;0,1005;0,3984;0;7,6347;37,4259
2019;Agramunt;Urgell;0;;5371;7933,4700;131,5971;69,8546;7732,0173;14,3533;0,6891;0;12,0783;13,5943
2019;els Alamús;Segrià;0;;819;2031,6200;24,003;105,268;1902,3490;0;0;0;1,3793;14,5212
2019;Alàs i Cerc;Alt Urgell;0;Zona de muntanya;329;5759,3700;17,9511;0;5741,4201;0,1888;0,0663;0;0,1535;14,5156
2019;l'Albagés;Garrigues;0;;369;2612,1600;14,8579;0;2597,2991;0,1869;0;0;1,0514;50,1457
2019;Albatàrrec;Segrià;0;;2221;1042,6400;36,5709;55,4237;950,6485;2,0561;0;0;2,6719;16,577
2019;Albesa;Noguera;0;;1556;3769,9000;49,0076;13,9636;3706,9253;3,091;0,124;0;1,8131;11,3836
2019;l'Albi;Garrigues;0;;764;3271,4300;33,5884;84,4249;3153,4132;2,8911;0;0;2,6977;29,63
2019;Alcanó;Segrià;0;;235;2106,3800;7,5549;0;2098,8219;0,6538;0;0;0,0865;8,7948
2019;Alcarràs;Segrià;0;;9514;11424,2500;232,037;350,1829;10842,0271;44,4248;1,6491;0;20,6652;10,6141
2019;Alcoletge;Segrià;0;;3420;1712,7100;156,7628;119,3939;1436,5500;29,5871;0;0;10,6062;24,7438
2019;Alfarràs;Segrià;0;;2797;1134,4300;66,246;4,0615;1064,1254;7,7107;0;0;2,0228;15,8259
2019;Alfés;Segrià;0;;312;3199,3500;20,133;40,822;3138,3995;0;1,837;0;1,8073;34,3988
2019;Algerri;Noguera;0;;386;5441,6800;16,8463;0;5424,8387;0,0781;0,1736;0;0,302;10,6018
2019;Alguaire;Segrià;0;;2971;5021,1800;105,3388;375,3767;4540,4674;10,7214;0;0;3,2958;21,1315
2019;Alins;Pallars Sobirà;0;Zona de muntanya;276;18319,0500;19,0488;0,5648;18299,4339;0;0;0;0,9542;34,4814
2019;Almacelles;Segrià;0;;6791;4902,3500;118,7062;290,679;4492,9674;3,379;0;0;5,0383;13,614
2019;Almatret;Segrià;0;Zona de muntanya;307;5643,7500;16,5923;0;5627,1530;0,7603;0;0,073221591;1,3068;52,4197
2019;Almenar;Segrià;0;;3398;6662,6300;114,9425;182,1855;6365,5060;13,4084;0;0;16,8318;21,6369
2019;Alòs de Balaguer;Noguera;0;Zona de muntanya;130;6907,6500;5,7004;1,271;6900,6812;0;0;0,134106726;0,2493;26,5942
2019;Alpicat;Segrià;0;;6255;1524,7000;232,051;54,7935;1237,8573;1,3557;10,7992;0;17,6588;27,7267
2019;Alt Àneu;Pallars Sobirà;0;Zona de muntanya;405;21772,3600;29,4163;20,6567;21722,2872;0;0;0;1,5925;16,4892
2019;Naut Aran;Val d'Aran;0;Zona de muntanya;1803;25580,9700;122,0836;7,0582;25451,8305;0;0,825;0;12,1817;23,4349
2019;Anglesola;Urgell;0;;1363;2367,2400;54,4939;26,7803;2285,9616;0,8211;0;0;1,9725;21,1672
2019;Arbeca;Garrigues;0;;2144;5821,9600;90,2465;8,5423;5723,1715;0,6026;0;0;2,1856;23,6808
2019;el Pont de Bar;Alt Urgell;0;Zona de muntanya;157;4262,4300;12,9233;0;4249,5052;0;0,3659;0;0,7791;21,0997
2019;Arres;Val d'Aran;0;Zona de muntanya;65;1157,1400;3,4193;0;1153,7171;0;0;0;0,0141;10,1254
2019;Arsèguel;Alt Urgell;0;Zona de muntanya;84;1058,6700;3,8106;2,0833;1052,7797;0;0;0;0,3234;7,7347
2019;Artesa de Lleida;Segrià;0;;1504;2401,7100;39,1253;28,515;2334,0731;2,0543;0;0;2,0331;27,7878
2019;Artesa de Segre;Noguera;0;;3432;17576,9700;134,607;81,255;17361,1043;13,1196;0;0;9,0571;31,9332
2019;la Sentiu de Sió;Noguera;0;;406;2954,4200;39,8218;17,4538;2897,1459;9,3563;0;0;3,8196;79,3444
2019;Aspa;Segrià;0;;224;1014,7500;6,7225;0;1008,0283;0,0194;0;0;0,0923;27,9223
2019;les Avellanes i Santa Linya;Noguera;0;Zona de muntanya;449;10292,4800;23,9048;0;10268,5792;0;0,3464;0;1,0163;27,6989
2019;Aitona;Segrià;0;;2591;6682,7100;43,6395;0;6639,0730;1,2058;0;0;0,8934;15,8188
2019;Baix Pallars;Pallars Sobirà;0;Zona de muntanya;335;12941,4900;14,5776;0;12926,9075;0;0;0;0,6761;10,8971
2019;Balaguer;Noguera;0;;17162;5707,1600;368,7097;68,875;5269,5750;82,9;0;0;42,7915;19,9739
2019;Barbens;Pla d'Urgell;0;;878;778,37;28,5175;0;749,8516;0,6781;0;0;1,6624;18,2405
2019;la Baronia de Rialb;Noguera;0;Zona de muntanya;237;14515,2800;11,9941;0;14503,2909;0;0;0;1,2043;39,3944
2019;la Vall de Boí;Alta Ribagorça;0;Zona de muntanya;1021;21948,6100;45,5102;37,287;21865,8094;0;0;0;5,2317;60,5511
2019;Bassella;Alt Urgell;0;Zona de muntanya;224;7085,8800;5,93;0;7079,9526;0;0;0;0,1279;14,1503
2019;Bausen;Val d'Aran;0;Zona de muntanya;58;1772,4800;4,5163;3,6172;1764,3476;0;0;0;0;15,5277
2019;Belianes;Urgell;0;;525;1576,9700;28,9474;6,3229;1541,7031;1,0792;0;0,5394331;1,6398;32,3453
2019;Bellcaire d'Urgell;Noguera;0;;1230;3116,0300;42,7837;89,295;2983,9475;0;0;0;0,713;23,6244
2019;Bell-lloc d'Urgell;Pla d'Urgell;0;;2315;3516,2200;111,7168;116,1048;3288,4007;7,4976;0,3561;0;4,8936;12,6462
2019;Bellmunt d'Urgell;Noguera;0;;185;504,75;11,1188;0;493,6353;0;0;0;0,1834;54,1832
2019;Bellpuig;Urgell;0;;5133;3501,7600;164,4792;202,5858;3134,6945;30,7517;1,972;0;13,8472;21,3507
2019;Bellver de Cerdanya;Cerdanya;0;Zona de muntanya;1937;10006,7900;133,9519;30,3225;9842,5185;9,5755;0;0;6,145;19,6227
2019;Bellvís;Pla d'Urgell;0;;2255;4641,3100;41,1112;38,3471;4561,8493;1,0129;0;0;1,6267;9,8778
2019;Benavent de Segrià;Segrià;0;;1499;743,51;35,6478;56,6995;651,1588;2,9899;0,4167;0;0,7646;16,7263
2019;Biosca;Solsonès;0;Zona de muntanya;176;6603,1000;11,9735;0;6591,1295;0;0;0;1,3502;26,2733
2019;Bovera;Garrigues;0;;247;3322,4700;9,2645;0;3313,2103;0,5914;0;0;0,086;32,629
2019;Es Bòrdes;Val d'Aran;0;Zona de muntanya;259;2143,7300;13,2965;1,6103;2128,8264;0;0;0;0,0445;17,0192
2019;les Borges Blanques;Garrigues;0;;6087;6165,9400;144,9546;128,0186;5892,9668;32,9535;0;0;6,1109;21,4421
2019;Bossòst;Val d'Aran;0;Zona de muntanya;1109;2816,7000;26,8331;3,5907;2786,2748;0,4131;0;0;2,866;11,6794
2019;Cabanabona;Noguera;0;;75;1416,0000;6,9406;4,45;1404,6050;0,0694;0,3012;0;0,3539;33,0891
2019;Cabó;Alt Urgell;0;Zona de muntanya;92;8033,0500;6,2351;0;8026,8100;0;0;0;0,1031;13,4683
2019;Camarasa;Noguera;0;Zona de muntanya;817;15761,4200;37,5553;16,613;15707,2479;0,1068;0;0;4,4609;55,0297
2019;Canejan;Val d'Aran;0;Zona de muntanya;107;4832,0600;7,2766;0;4824,7787;0;0;0;0;24,2524
2019;Castellar de la Ribera;Solsonès;0;Zona de muntanya;134;6026,1700;0;0;6026,1686;0;0;0;0;0
2019;Castelldans;Garrigues;0;;960;6432,2500;43,5186;14,73;6373,9968;0;0;0;4,3222;5,5662
2019;Castellnou de Seana;Pla d'Urgell;0;;683;1630,9100;31,4305;7,9306;1591,5500;1,6262;0;0;0,9759;24,8821
2019;Castelló de Farfanya;Noguera;0;;536;5262,7400;14,1877;0;5248,5494;0,5073;0;0;0,203;20,4741
2019;Castellserà;Urgell;0;;1003;1592,2500;48,4566;4,6418;1539,1517;2,5678;0;0;0,7486;23,5544
2019;Cava;Alt Urgell;0;Zona de muntanya;47;4219,1900;5,9378;0;4213,2539;0;0;0;0,2417;20,7972
2019;Cervera;Segarra;0;;9180;5519,8100;332,9984;132,8617;5053,9548;80,0845;0,1014;3,182640229;30,5503;26,0364
2019;Cervià de les Garrigues;Garrigues;0;;640;3403,7900;24,2775;0;3379,5173;0,7823;0;0;0,5916;38,7161
2019;Ciutadilla;Urgell;0;;208;1646,7000;6,9083;0;1639,7909;0,0473;0;0;0,1392;27,3252
2019;Clariana de Cardener;Solsonès;0;Zona de muntanya;157;4102,0200;5,2878;0;4096,7310;0;1,9571;0;0,2097;36,2082
2019;el Cogul;Garrigues;0;;158;1747,4500;7,4791;0;1739,9748;0,2783;0,1356;0;0,8235;33,3935
2019;Coll de Nargó;Alt Urgell;0;Zona de muntanya;550;15141,4200;26,0256;6,5783;15108,8144;0;0,1898;0;1,2205;39,0635
2019;Corbins;Segrià;0;;1444;2092,4900;34,2353;56,9416;2001,3148;5,7138;0;0;0,8575;12,1962
2019;Cubells;Noguera;0;;343;3905,3000;34,8932;0;3870,4104;0,2095;0;0;1,612;37,7946
2019;l'Espluga Calba;Garrigues;0;;341;2144,7500;16,6298;3,5993;2124,5186;1,4242;0;0;1,1625;51,8407
2019;Espot;Pallars Sobirà;0;Zona de muntanya;364;9731,2500;74,5368;9,2885;9647,4286;0;0;0;0,693;21,2441
2019;Estaràs;Segarra;0;Zona de muntanya;162;2113,9200;15,1248;28,0251;2070,7669;0;0;0;1,0806;59,7059
2019;Esterri d'Àneu;Pallars Sobirà;0;Zona de muntanya;772;848,02;39,3395;31,5962;777,0857;0;0,4881;0;4,132;48,6065
2019;Esterri de Cardós;Pallars Sobirà;0;Zona de muntanya;70;1654,5100;3,9252;0;1650,5863;0;0;0;0,0299;40,216
2019;Estamariu;Alt Urgell;0;Zona de muntanya;118;2116,3700;3,2165;0;2113,1558;0;0;0;0;10,5004
2019;Farrera;Pallars Sobirà;0;Zona de muntanya;116;6185,8200;6,3003;0;6179,5219;0;0;0;0,1436;11,8512
2019;la Floresta;Garrigues;0;;147;561,48;10,4988;0;550,9808;0,3431;0;0;0,8254;65,1158
2019;Fondarella;Pla d'Urgell;0;;784;545,42;35,3654;43,1767;466,8815;3,0749;0;0;0,8514;35,6141
2019;Foradada;Noguera;0;;186;2890,7000;11,5305;0;2879,1732;0;0;0;1,0975;56,2817
2019;la Fuliola;Urgell;0;;1248;1112,9400;55,1894;17,3591;1040,3904;0,7949;0;0;1,2095;23,8037
2019;Fulleda;Garrigues;0;;85;1633,2300;5,3596;1,9973;1625,8731;0;0;0;0,8845;102,3902
2019;Gavet de la Conca;Pallars Jussà;0;Zona de muntanya;261;9089,7900;12,5676;0;9077,2247;0,2821;0;0;0,258;16,6066
2019;Golmés;Pla d'Urgell;0;;1840;1674,8200;109,3579;80,2857;1485,1777;24,5817;0;0;4,7881;31,4936
2019;Gósol;Berguedà;0;Zona de muntanya;206;5629,4900;26,9628;2,0001;5600,5293;0;0,1487;0;2,8305;38,2068
2019;la Granadella;Garrigues;0;;712;8297,8000;30,9328;0;8266,8656;2,7741;0;0;0,3679;52,6261
2019;la Granja d'Escarp;Segrià;0;;936;3850,6200;21,306;4,4225;3824,8873;1,2048;0;0;1,8021;33,497
2019;Granyanella;Segarra;0;;148;2397,5300;12,4531;15,7724;2369,3017;0;2,5781;0;2,0868;13,4545
2019;Granyena de Segarra;Segarra;0;;142;1657,8600;12,9517;0;1644,9047;0;0;0;1,5255;64,5644
2019;Granyena de les Garrigues;Garrigues;0;;132;2030,4300;8,2443;0;2022,1886;0,1992;0,1041;0;0,2165;44,9128
2019;Guimerà;Urgell;0;;265;2537,0500;21,6313;0;2515,4187;0;0;0;0,9208;14,672
2019;Guissona;Segarra;0;;7136;1829,4400;143,7453;126,5402;1559,1574;29,4199;6,0227;0;12,6992;9,402
2019;Guixers;Solsonès;0;Zona de muntanya;134;6566,8700;16,8899;10,2589;6539,7244;12,8926;0,2195;0;0,3277;6,0453
2019;Ivars de Noguera;Noguera;0;;334;2712,9200;18,6757;0,7466;2693,4949;0,2729;0;0;0,6949;25,5692
2019;Ivars d'Urgell;Pla d'Urgell;0;;1531;2416,8100;84,2426;20,8484;2311,7211;7,9177;0;0;3,3376;47,4793
2019;Ivorra;Segarra;0;;104;1531,7800;3,5176;0;1528,2591;0;0;0;0;50,1384
2019;Isona i Conca Dellà;Pallars Jussà;0;Zona de muntanya;1019;13938,2800;61,7852;6,1471;13870,3432;0,0393;0;0;2,9897;43,1636
2019;Juncosa;Garrigues;0;;386;7671,0900;12,6827;0,7739;7657,6303;0;0,058;0,353253083;0,6978;53,1846
2019;Juneda;Garrigues;0;;3475;4733,0300;99,917;165,2165;4467,8950;24,4624;0;0;4,2012;12,1915
2019;Lleida;Segrià;0;;138956;21217,7200;1516,8835;828,5059;18872,3287;190,6246;6,4081;0;250,1432;12,8044
2019;Les;Val d'Aran;0;Zona de muntanya;946;2344,5400;23,5152;10,1364;2310,8922;0;0;0;0,4937;18,6227
2019;Linyola;Pla d'Urgell;0;;2700;2881,7600;85,5558;4,2383;2791,9691;1,9753;0;0;2,8448;3,6339
2019;Lladorre;Pallars Sobirà;0;Zona de muntanya;230;14698,3000;15,1135;0,82;14682,3664;0;0;0;2,2188;46,129
2019;Lladurs;Solsonès;0;Zona de muntanya;176;12799,1400;0;0;12799,1388;0;0;0;0;0
2019;Llardecans;Segrià;0;;451;6613,1900;22,9202;6,4551;6583,8126;1,5169;0;0;1,7814;51,977
2019;Llavorsí;Pallars Sobirà;0;Zona de muntanya;352;6852,1600;13,7426;1,7182;6836,7038;1,4214;0;0;0,5515;39,8221
2019;Lles de Cerdanya;Cerdanya;0;Zona de muntanya;253;10149,2900;22,8306;5,6835;10120,7714;0;0;0;0,3243;25,0259
2019;Llimiana;Pallars Jussà;0;Zona de muntanya;145;4175,2400;11,3631;1,4524;4162,4265;0;0;0;2,4031;90,9579
2019;Llobera;Solsonès;0;Zona de muntanya;188;3909,4400;4,4666;0;3904,9689;1,4167;0;0;0,2419;37,2904
2019;Maldà;Urgell;0;;220;3153,3800;13,4267;11,8859;3128,0670;0,1377;0,2562;0;0,4284;44,1596
2019;Massalcoreig;Segrià;0;;598;1414,4600;14,3336;0;1400,1306;1,1549;0;0;0,0862;13,3701
2019;Massoteres;Segarra;0;;218;2613,5000;14,7554;0;2598,7399;0,3748;0;0;1,5951;17,1291
2019;Maials;Segrià;0;;920;5709,9300;27,5852;20,895;5661,4544;0,313;0;0;1,6487;36,4104
2019;Menàrguens;Noguera;0;;806;2053,5400;42,6742;9,1802;2001,6855;8,6279;0,5185;0;1,3963;21,1042
2019;Miralcamp;Pla d'Urgell;0;;1351;1484,0300;45,8764;35,6989;1402,4537;1,6496;0;0;5,8277;38,2224
2019;la Molsosa;Solsonès;0;Zona de muntanya;107;2686,4200;2,1897;0;2684,2324;0;0;0;0;14,7198
2019;Mollerussa;Pla d'Urgell;0;;14683;706,88;265,5453;222,7731;218,5605;52,4917;3,2414;4,159656038;19,1809;13,0609
2019;Montgai;Noguera;0;;625;2913,0000;38,2801;26,1305;2848,5908;2,9552;0;0;2,1194;62,9511
2019;Montellà i Martinet;Cerdanya;0;Zona de muntanya;579;5421,9400;31,0518;3,3159;5387,5709;0;0,0904;0;2,7155;37,8529
2019;Montferrer i Castellbò;Alt Urgell;0;Zona de muntanya;1041;17666,3500;120,2151;31,2602;17514,8776;7,5677;2,6182;0;12,7808;29,0328
2019;Montoliu de Segarra;Segarra;0;Zona de muntanya;179;2945,1700;19,0144;0;2926,1557;0;0;0;0,9127;76,1817
2019;Montoliu de Lleida;Segrià;0;;489;728,72;28,5139;20,0529;680,1579;2,1928;0;0;2,269;46,0232
2019;Montornès de Segarra;Segarra;0;Zona de muntanya;100;1213,4200;10,5235;0;1202,8934;0;0;0;1,0498;70,9596
2019;Nalec;Urgell;0;;87;966,62;5,3967;0;961,2271;0,0319;0;0;0,1463;48,5021
2019;Navès;Solsonès;0;Zona de muntanya;280;14533,0100;13,3079;64,2867;14455,4164;0;0,4467;0;1,0191;17,2179
2019;Odèn;Solsonès;0;Zona de muntanya;249;11442,0500;8,0875;0;11433,9652;0,0831;0,9049;0;0,6377;22,4248
2019;Oliana;Alt Urgell;0;Zona de muntanya;1810;3219,8200;67,2705;34,7655;3117,7797;6,9777;0;0;2,7479;26,7823
2019;Oliola;Noguera;0;;197;8586,8000;13,1605;1,4955;8572,1428;0,5807;0;0;1,2441;78,2627
2019;Olius;Solsonès;0;Zona de muntanya;986;5477,0600;82,4468;4,9976;5389,6155;13,4433;0,2179;0;8,6599;106,9043
2019;les Oluges;Segarra;0;;167;1908,4500;10,7595;0;1897,6893;0;0,1864;0;0,7491;15,5811
2019;els Omellons;Garrigues;0;;211;1101,2600;12,8605;0;1088,4011;1,1974;0,1042;0;1,4859;65,6944
2019;els Omells de na Gaia;Urgell;0;Zona de muntanya;131;1300,7700;8,0747;0;1292,6904;0,1043;0;0;0,1704;23,2206
2019;Organyà;Alt Urgell;0;Zona de muntanya;784;1252,7300;37,0488;63,4002;1152,2849;0;0;0;0,9389;61,181
2019;Os de Balaguer;Noguera;0;Zona de muntanya;994;13594,0000;48,9946;20,7218;13524,2788;0,8045;0;0;7,1627;15,9435
2019;Ossó de Sió;Urgell;0;;204;2636,4500;9,6906;0;2626,7639;0,023;0;0;0,0579;30,8007
2019;el Palau d'Anglesola;Pla d'Urgell;0;;2166;1232,5500;66,6781;58,7869;1107,0809;2,6046;0;0;3,6309;18,7265
