Any;NomMun;Comarca;Costa;Muntanya;Poblacio_padro;Superficie_ha;05_SU;05_SURB;05_SNU;12_A1_SUC;12_A2_SUC;12_A3_SUC;15_SV_SUC;20_Equip_habt
2012;la Torre de l'Espanyol;Ribera d'Ebre;0;;681;2790,1900;13,4524;0;2776,7418;0,4614;0;0;0,5678;25,739
2012;Torredembarra;Tarragonès;1;;15310;873,61;334,8829;163,8572;374,8678;10,3871;1,5825;0;25,4671;10,8421
2012;Torroja del Priorat;Priorat;0;;172;1315,7800;5,5181;0;1310,2590;0;0;0;0,7087;11,3622
2012;Tortosa;Baix Ebre;0;;34734;21775,7000;1078,5339;497,7488;20199,4192;111,6487;7,7737;0;108,0053;25,5552
2012;Ulldecona;Montsià;0;;7372;12688,9200;175,2073;53,4795;12460,2326;29,2948;0;0;13,4557;4,6787
2012;Ulldemolins;Priorat;0;Zona de muntanya;434;3812,6200;20,2472;7,1872;3785,1872;0,4377;0;0;0,3249;23,4177
2012;Vallclara;Conca de Barberà;0;Zona de muntanya;125;1362,8100;4,9734;0;1357,8364;0;0,6464;0;0,4283;50,1491
2012;Vallfogona de Riucorb;Conca de Barberà;0;Zona de muntanya;119;1093,4200;17,2175;1,7044;1074,5003;0,1383;0;0;0,3285;102,108
2012;Vallmoll;Alt Camp;0;;1677;1669,1900;91,0816;119,9229;1458,1901;6,3663;2,4531;0;2,404;54,9827
2012;Valls;Alt Camp;0;;25084;5528,2700;401,54;344,4167;4782,3110;149,3633;1,0689;1,477229062;18,631;7,7263
2012;Vandellòs i l'Hospitalet de l'Infant;Baix Camp;1;;5985;10265,2200;352,2876;367,3982;9545,5389;75,9199;2,9004;0;39,105;41,6394
2012;el Vendrell;Baix Penedès;1;;36647;3682,5200;972,3394;745,8458;1964,3382;20,6172;19,2059;0;94,7953;12,2496
2012;Vespella de Gaià;Tarragonès;0;;395;1801,3600;65,4863;38,0376;1697,8365;0;0;0;7,6495;19,5167
2012;Vilabella;Alt Camp;0;;829;1819,9800;37,8314;17,322;1764,8258;6,8589;0;0;1,3015;31,1073
2012;Vilallonga del Camp;Tarragonès;0;;2204;903,09;45,4886;22,2595;835,3419;11,483;0;0;2,3575;9,9424
2012;Vilanova d'Escornalbou;Baix Camp;0;;570;1715,8200;24,7317;10,4453;1680,6429;0;0;0;3,4982;39,101
2012;Vilanova de Prades;Conca de Barberà;0;Zona de muntanya;129;2151,6800;10,1155;0;2141,5688;0,4013;0;0;1,4195;125,9825
2012;Vilaplana;Baix Camp;0;Zona de muntanya;628;2320,1800;18,3979;3,6307;2298,1496;0;0;0;0,3714;15,9925
2012;Vila-rodona;Alt Camp;0;;1280;3306,4200;28,8379;70,8946;3206,6866;3,1579;0;0;1,8805;20,9407
2012;Vila-seca;Tarragonès;1;;22052;2162,4900;327,3462;217,9049;1617,2433;71,3917;1,1314;0;38,0034;13,5588
2012;Vilaverd;Conca de Barberà;0;;488;1262,2400;17,3109;11,0922;1233,8358;3,9975;0;0;2,6866;21,8288
2012;la Vilella Alta;Priorat;0;Zona de muntanya;143;514,71;3,5328;0;511,1748;0,1459;0;0;0,0193;20,0001
2012;la Vilella Baixa;Priorat;0;;222;562,2;7,1112;0;555,0878;0,2196;0,0445;0;0,3647;22,865
2012;Vilalba dels Arcs;Terra Alta;0;;717;6718,8000;22,2639;0;6696,5326;0,4689;0;0;0,3994;34,0355
2012;Vimbodí i Poblet;Conca de Barberà;0;Zona de muntanya;1007;6607,4100;41,7964;14,5205;6551,0896;2,0882;0;0;2,0646;41,0522
2012;Vinebre;Ribera d'Ebre;0;;495;2644,1500;17,0683;0;2627,0821;0,0593;0,3112;0;0,5642;53,9977
2012;Vinyols i els Arcs;Baix Camp;0;;1936;1085,7400;48,1293;117,1195;920,4925;7,8824;0;0;2,4309;13,195
2012;Deltebre;Baix Ebre;1;;12316;10677,3100;530,827;179,29;9967,1975;9,9358;2,2808;0;11,1466;28,174
2012;Sant Jaume d'Enveja;Montsià;1;;3549;6077,7800;140,2409;51,7094;5885,8323;11,3308;0,5707;0;2,0988;25,7473
2012;Camarles;Baix Ebre;0;;3609;3004,8500;125,6914;66,8586;2812,3039;35,8001;5,1946;0;13,5735;28,6455
2012;l'Aldea;Baix Ebre;0;;4530;3104,0700;143,3092;401,5058;2559,2536;14,0001;0;0;8,7764;18,7782
2012;Salou;Tarragonès;1;;26601;1515,2700;528,3335;469,4885;517,447;0;10,1095;0;34,0503;10,8622
2012;l'Ampolla;Baix Ebre;1;;3606;3568,8000;222,9702;266,1785;3079,6475;0;6,9909;0;27,3356;21,1143
2012;la Canonja;Tarragonès;0;;5723;0;0;0;0;0;0;0;0;0
2012;Medinyà;Gironès;0;;0;0;0;0;0;0;0;0;0;0
2013;Aguilar de Segarra;Bages;0;Zona de muntanya;242;4334,7900;16,87;1,517;4316,4050;0;0;0;0,3703;31,8439
2013;Alella;Maresme;0;;9690;960,94;292,0811;24,949;643,9146;1,8783;0,4779;0;30,8351;15,0941
2013;Alpens;Lluçanès;0;Zona de muntanya;304;1366,0700;25,8334;0;1340,2326;0;0;0;1,3955;81,4917
2013;l'Ametlla del Vallès;Vallès Oriental;0;;8227;1433,9600;493,9146;92,3645;847,681;9,3301;4,4675;0;67,5495;25,9621
2013;Arenys de Mar;Maresme;1;;15224;657,86;189,8976;155,0956;312,8657;0,6603;8,0181;0;19,7365;12,6156
2013;Abrera;Baix Llobregat;0;;12055;1995,3000;261,688;377,2503;1356,3605;76,6469;4,07;0;35,5988;6,9865
2013;Arenys de Munt;Maresme;0;;8588;2159,9100;231,0639;89,2;1839,6480;12,7056;0;0;28,7491;12,4553
2013;Argençola;Anoia;0;Zona de muntanya;215;4720,6600;6,1625;0;4714,5019;0,1136;0;0;0,3881;12,9208
2013;Argentona;Maresme;0;;11920;2537,5400;338,4614;65,6088;2133,4650;13,6901;0;0;32,8723;17,7747
2013;Artés;Bages;0;;5607;1787,8900;117,516;42,4854;1627,8857;17,767;0;0;13,5947;12,8971
2013;Avià;Berguedà;0;Zona de muntanya;2289;2712,7400;86,5057;10,8637;2615,3731;4,7157;0;0;6,0793;18,9847
2013;Avinyó;Bages;0;;2316;6367,4100;66,3396;122,2299;6178,8372;14,268;0;0;1,108;24,0344
2013;Avinyonet del Penedès;Alt Penedès;0;;1705;2919,3400;109,0368;39,2032;2771,1049;4,0984;0;0;13,7574;24,3276
2013;Aiguafreda;Vallès Oriental;0;Zona de muntanya;2502;806,06;102,5139;39,9852;663,5607;6,1777;0;0;5,2355;23,4508
2013;Badalona;Barcelonès;1;;219708;2109,1700;1300,8000;33,187;775,1863;126,6331;0,2804;0;195,4104;8,1754
2013;Bagà;Berguedà;0;Zona de muntanya;2299;4304,5600;38,6714;27,8179;4238,0724;0,8686;0;0;4,66;21,0409
2013;Balenyà;Osona;0;Zona de muntanya;3728;1702,4600;79,0186;41,8371;1581,6061;15,9572;0;0;5,9275;12,2968
2013;Balsareny;Bages;0;;3474;3685,5500;139,4769;63,149;3482,9281;31,1855;0,4366;0;17,4771;27,694
2013;Barcelona;Barcelonès;1;;1611822;10146,8600;8499,3869;0;1647,4741;556,8288;9,4014;0;1253,2062;6,5903
2013;Begues;Baix Llobregat;0;;6590;5019,3100;324,3501;47,6037;4647,3582;3,7783;0;0;27,0048;25,3572
2013;Bellprat;Anoia;0;Zona de muntanya;89;3089,3000;2,1435;0;3087,1528;0;0;0;0;16,0305
2013;Berga;Berguedà;0;Zona de muntanya;16609;2225,9600;261,5575;129,0278;1835,3778;34,9932;5,5113;0;15,7629;14,1427
2013;Bigues i Riells del Fai;Vallès Oriental;0;;8747;2867,2500;615,651;92,6961;2158,9034;20,4341;0;0;72,5601;26,5829
2013;Borredà;Berguedà;0;Zona de muntanya;580;4354,0800;25,0416;0;4329,0385;1,6188;0;0;2,2214;34,2716
2013;el Bruc;Anoia;0;;2027;4733,5800;140,6794;6,623;4586,2805;11,7035;0;0;11,0487;12,7822
2013;el Brull;Osona;0;Zona de muntanya;266;4153,0000;28,5859;25,1602;4099,2582;0;0;0;2,4458;76,457
2013;les Cabanyes;Alt Penedès;0;;969;115,52;23,8846;18,554;73,0806;0;0;0;2,0692;6,6167
2013;Cabrera d'Anoia;Anoia;0;;1338;1715,6700;235,1369;13,9041;1466,6266;2,651;0;0;32,6179;70,2067
2013;Cabrera de Mar;Maresme;1;;4529;903,67;191,7377;66,6885;645,2459;22,0569;10,2025;0;9,2746;13,5252
2013;Cabrils;Maresme;0;;7181;699,26;337,4811;52,364;309,4152;0;0,5266;0;41,9404;11,3549
2013;Calaf;Anoia;0;;3504;926,69;106,2051;107,8136;712,6722;26,5863;0,3205;0;6,6838;23,9988
2013;Caldes d'Estrac;Maresme;1;;2760;82,58;57,9384;22,6187;2,0271;0;1,3747;0;4,2228;8,4471
2013;Caldes de Montbui;Vallès Oriental;0;;17156;3775,0800;520,8545;65,258;3188,9699;54,6757;3,9748;0;64,259;21,6185
2013;Calders;Moianès;0;;953;3282,8000;83,6545;15,293;3183,8512;0;0,1768;0;10,008;36,1399
2013;Calella;Maresme;1;;18469;802,18;188,5759;84,4469;529,1567;0;6,0534;0;27,1223;9,2443
2013;Calonge de Segarra;Anoia;0;Zona de muntanya;203;3702,9400;25,4946;0;3677,4458;17,0395;0,198;0;0,507;82,7504
2013;Calldetenes;Osona;0;;2479;585,05;52,3425;23,2226;509,488;1,0386;0;0;2,747;14,9299
2013;Callús;Bages;0;;1896;1245,2100;44,7806;40,2553;1160,1750;13,0954;0;0;6,4568;8,3751
2013;Campins;Vallès Oriental;0;;544;749,97;21,1911;34,4066;694,3679;0;4,1646;0;4,185;30,9793
2013;Canet de Mar;Maresme;1;;14124;550,55;119,9964;69,6719;360,882;3,1641;0;0;7,4847;6,1497
2013;Canovelles;Vallès Oriental;0;;16009;683,64;199,7434;60,8533;423,044;53,1415;0;0;13,4398;4,8714
2013;Cànoves i Samalús;Vallès Oriental;0;;2877;2879,2200;155,1502;38,6622;2685,4046;0;0;0;21,2279;36,1417
2013;Canyelles;Garraf;0;;4319;1403,8500;198,1332;274,8152;930,9056;2,7802;2,2897;0;38,9755;20,0304
2013;Capellades;Anoia;0;;5374;291,86;73,5554;10,8891;207,419;16,7764;0;0;2,6171;7,959
2013;Capolat;Berguedà;0;Zona de muntanya;87;3434,6100;0;0;3434,6079;0;0;0;0;0
2013;Cardedeu;Vallès Oriental;0;;17533;1229,0400;307,7577;105,345;815,9344;15,3741;2,6438;0;18,3071;7,9127
2013;Cardona;Bages;0;;5006;6673,8000;107,4292;46,8435;6519,5244;18,2262;0;0;4,1436;16,5401
2013;Carme;Anoia;0;;831;1127,2300;29,8842;12,4133;1084,9322;1,5874;0;0;0,8768;19,3767
2013;Casserres;Berguedà;0;Zona de muntanya;1594;2959,5100;46,8938;37,676;2874,9355;4,2508;0;0;3,7248;19,876
2013;Castellar del Riu;Berguedà;0;Zona de muntanya;170;3265,1000;0;5,2061;3259,8901;0;0;0;0;0
2013;Castellar del Vallès;Vallès Occidental;0;;23455;4494,3400;742,4093;94,6443;3657,2907;117,0051;8,2287;0;130,5503;21,9563
2013;Castellar de n'Hug;Berguedà;0;Zona de muntanya;166;4688,9600;18,7478;0;4670,2075;5,1753;0;0;1,0185;76,8425
2013;Castellbell i el Vilar;Bages;0;;3643;2866,4200;167,2543;75,2208;2623,9406;5,6936;0;0;47,5118;12,6558
2013;Castellbisbal;Vallès Occidental;0;;12369;3094,6900;944,1601;73,6406;2076,8926;357,96;7,121;0;240,6685;22,5604
2013;Castellcir;Moianès;0;Zona de muntanya;704;3367,7600;24,4828;52,9922;3290,2897;0;0;0;0,5995;6,117
2013;Castelldefels;Baix Llobregat;1;;63077;1271,7400;934,2506;95,5664;241,9184;14,3809;12,2097;0;85,199;21,6846
2013;Castell de l'Areny;Berguedà;0;Zona de muntanya;72;2412,6200;1,2312;8,3574;2403,0346;0;0;0;0,1667;70,9434
2013;Castellet i la Gornal;Alt Penedès;0;;2261;4692,4200;213,5212;216,8771;4262,0170;9,1102;0;0;25,8475;50,8521
2013;Castellfollit del Boix;Bages;0;Zona de muntanya;424;5920,1300;7,575;0;5912,5514;0;0;0;0,2549;27,837
2013;Castellfollit de Riubregós;Anoia;0;;183;2628,2600;3,9372;0;2624,3224;0,1759;0;0,082029834;0,0959;26,9239
2013;Castellgalí;Bages;0;;2023;1722,9100;101,8576;126,0558;1494,9954;0;0;0;20,2791;31,374
2013;Castellnou de Bages;Bages;0;;1216;2891,0800;127,1929;0;2763,8824;0;0,2077;0;20,7228;44,8159
2013;Castellolí;Anoia;0;;556;2533,9300;30,4723;29,7647;2473,6883;0,2065;0,4151;0;4,1678;30,5755
2013;Castellterçol;Moianès;0;Zona de muntanya;2402;3176,6800;79,8529;38,503;3058,3208;3,6072;0,319;0;3,7381;20,5467
2013;Castellví de la Marca;Alt Penedès;0;;1619;2843,8700;27,1475;14,7359;2801,9827;0;1,1669;0;0,8395;12,5145
2013;Castellví de Rosanes;Baix Llobregat;0;;1746;1622,7000;131,6986;33,6234;1457,3757;3,3938;0;0;24,9576;33,6822
2013;Centelles;Osona;0;Zona de muntanya;7346;1531,3500;107,8018;99,5396;1324,0100;4,1476;0;0;7,0266;11,0263
2013;Cervelló;Baix Llobregat;0;;8721;2410,1700;489,1816;169,7858;1751,2001;29,4833;0;0;113,1625;35,808
2013;Collbató;Baix Llobregat;0;;4367;1805,6700;121,641;168,9244;1515,1065;0;0;0;17,4362;16,2899
2013;Collsuspina;Moianès;0;Zona de muntanya;338;1499,6800;22,926;5,7314;1471,0204;0;0;0;1,3861;60,0965
2013;Copons;Anoia;0;;325;1868,8800;11,1498;5,1084;1852,6171;2,4396;0;0;0,3477;49,4264
2013;Corbera de Llobregat;Baix Llobregat;0;;14315;1840,2100;857,6429;5,5456;977,0222;5,5729;0;0;130,0168;29,6623
2013;Cornellà de Llobregat;Baix Llobregat;0;;86687;691,11;545,021;95,2727;50,8189;107,8068;7,654;0;84,9734;7,7293
2013;Cubelles;Garraf;1;;14528;1353,3700;273,8044;176,1003;903,4627;11,0555;7,8112;0;22,2238;10,0633
2013;Dosrius;Maresme;0;;5185;4075,2100;395,1108;134,1855;3545,9098;12,8695;1,1482;0;56,4732;32,8548
2013;Esparreguera;Baix Llobregat;0;;21926;2717,4200;486,8957;102,5793;2127,9463;84,9669;0;0;46,7688;11,7115
2013;Esplugues de Llobregat;Baix Llobregat;0;;46667;449,69;322,5419;67,963;59,1813;17,0852;1,2687;0;40,2056;9,465
2013;l'Espunyola;Berguedà;0;Zona de muntanya;265;3524,0100;5,107;0;3518,9040;0;0,6437;0;0,3253;30,9302
2013;l'Estany;Moianès;0;Zona de muntanya;411;1021,5200;34,4144;8,3279;978,7788;0;0;0;2,9064;49,3153
2013;Fígols;Berguedà;0;Zona de muntanya;45;2893,8000;1,9846;0;2891,8146;0;0;0;0,2987;28,3137
2013;Fogars de Montclús;Vallès Oriental;0;Zona de muntanya;473;3976,8500;19,886;0;3956,9689;0;0,6877;0;1,6599;25,2261
2013;Fogars de la Selva;Selva;0;;1484;3164,0200;123,6655;61,4709;2978,8840;7,5153;0;0;11,0083;32,6849
2013;Folgueroles;Osona;0;Zona de muntanya;2249;1118,0300;60,2315;103,4671;954,3312;5,7608;0;0;5,0232;14,9548
2013;Fonollosa;Bages;0;;1446;5238,4800;99,0217;3,2901;5136,1655;2,1127;0,436;0;23,3296;55,2498
2013;Font-rubí;Alt Penedès;0;;1415;3720,8200;67,8128;10,0008;3643,0098;0;3,5847;1,423631926;7,3131;21,1138
2013;les Franqueses del Vallès;Vallès Oriental;0;;19074;2929,0400;322,4696;174,0134;2432,5554;92,9274;1,8837;0;31,3307;18,0111
2013;Gallifa;Vallès Occidental;0;Zona de muntanya;200;1624,9600;21,6495;3,1473;1600,1629;0;0;0;1,3416;56,7581
2013;la Garriga;Vallès Oriental;0;;15586;1984,3900;330,2015;152,6034;1501,5890;36,6889;3,8708;0;18,0757;10,1808
2013;Gavà;Baix Llobregat;1;;46377;3080,5900;610,8255;527,41;1942,3564;95,5571;4,8022;0;86,3482;9,3737
2013;Gaià;Bages;0;;159;3941,5800;8,6766;0;3932,9036;0;0;0;0,8221;46,8115
2013;Gelida;Alt Penedès;0;;7123;2659,8100;257,1123;51,7443;2350,9511;18,6425;0;0;17,9671;26,0594
2013;Gironella;Berguedà;0;Zona de muntanya;4940;694,29;137,1981;38,628;518,4591;15,6435;0,525;0;17,9519;18,019
2013;Gisclareny;Berguedà;0;Zona de muntanya;29;3657,2300;0;0;3657,2267;0;0;0;0;0
2013;la Granada;Alt Penedès;0;;2055;634,58;46,1591;45,8591;542,5569;4,5047;0;0;2,7736;17,5189
2013;Granera;Moianès;0;Zona de muntanya;76;2369,7000;13,0902;0;2356,6049;0;0;0;0,1842;53,4675
2013;Granollers;Vallès Oriental;0;;59753;1477,9500;691,5879;156,9782;629,3841;180,6462;1,1188;0;94,2527;8,2879
2013;Gualba;Vallès Oriental;0;;1394;2299,4900;41,5028;75,6974;2182,2910;0;0;0;5,3063;14,8168
2013;Sant Salvador de Guardiola;Bages;0;;3122;3716,9800;140,9744;21,4934;3554,5121;13,7316;0;0;12,7308;30,6771
2013;Guardiola de Berguedà;Berguedà;0;Zona de muntanya;978;6159,5200;20,8351;6,3156;6132,3720;2,6009;0;0;1,6887;37,7489
2013;Gurb;Osona;0;;2570;5100,7500;152,3122;157,6254;4790,8155;37,0767;1,9305;0;9,5208;78,1508
2013;l'Hospitalet de Llobregat;Barcelonès;0;;254056;1249,8000;1072,6634;166,3045;10,831;163,9084;15,3311;0;125,2186;6,0717
2013;Igualada;Anoia;0;;38978;822,34;622,2445;25,3235;174,773;126,5736;8,7221;0;71,1228;17,0119
2013;Jorba;Anoia;0;;849;3086,4000;35,107;18,3912;3032,9047;7,1103;0;0;1,4605;126,112
2013;la Llacuna;Anoia;0;Zona de muntanya;934;5329,3900;70,2093;5,2872;5253,8947;6,0027;0;0;0,8157;27,2278
2013;la Llagosta;Vallès Oriental;0;;13447;302,29;81,502;13,2966;207,4952;29,5553;0;0;9,6485;3,5464
2013;Llinars del Vallès;Vallès Oriental;0;;9554;2766,3100;298,9545;179,9352;2287,4202;24,3469;0;0;29,7649;17,4138
2013;Lliçà d'Amunt;Vallès Oriental;0;;14659;2232,0600;714,1337;121,2216;1396,7007;25,8986;3,4945;0;57,2392;35,7427
2013;Lliçà de Vall;Vallès Oriental;0;;6426;1082,1000;419,9219;162,9817;499,1993;97,8346;0;0;15,657;30,628
2013;Lluçà;Lluçanès;0;Zona de muntanya;242;5311,4900;9,8221;0;5301,6689;1,2725;0;0;1,0104;56,178
2013;Malgrat de Mar;Maresme;1;;18429;876,05;236,923;69,6574;569,4712;36,0393;8,4761;0;19,2517;8,7918
2013;Malla;Osona;0;;262;1100,7900;2,8504;6,5897;1091,3482;0;0;0;0;0
2013;Manlleu;Osona;0;;20435;1710,0900;294,1113;187,008;1228,9674;60,9058;1,2924;0;20,7183;11,483
2013;Manresa;Bages;0;;76170;4139,0200;730,9947;321,5946;3086,4261;125,6349;13,0565;0;85,0218;11,6447
2013;Martorell;Baix Llobregat;0;;28108;1293,6700;529,3266;187,7827;576,5607;282,4702;1,7318;0;56,2072;10,1461
2013;Martorelles;Vallès Oriental;0;;4882;353,6;187,6473;41,239;124,711;62,7235;0;0;24,1233;8,208
2013;les Masies de Roda;Osona;0;;744;1619,5400;22,692;22,2196;1574,6252;6,0764;0;0;0,8202;21,8636
2013;les Masies de Voltregà;Osona;0;;3171;2239,2000;99,1739;102,7239;2037,3063;15,1435;0;0;14,2315;28,5606
2013;el Masnou;Maresme;1;;22595;348,59;269,233;31,6897;47,6694;6,765;3,3589;0;18,354;7,5942
2013;Masquefa;Anoia;0;;8429;1714,3300;320,1546;78,6702;1315,5020;0,5798;0;0;61,8214;18,1551
2013;Matadepera;Vallès Occidental;0;;8784;2559,7200;845,6534;3,9645;1710,1040;2,6857;0,6509;0;220,9325;40,8003
2013;Mataró;Maresme;1;;124099;2227,5100;790,5209;297,7257;1139,2624;66,8596;0;0;94,5255;7,3092
2013;Mediona;Alt Penedès;0;;2353;4794,2900;249,7327;15,477;4529,0774;12,6485;0,4989;0;25,2699;39,3119
2013;Molins de Rei;Baix Llobregat;0;;24878;1581,0500;349,3818;68,8348;1162,8313;57,0634;2,2236;0;33,8893;13,5783
2013;Mollet del Vallès;Vallès Oriental;0;;51954;1081,3000;563,1966;29,4644;488,6434;47,0046;13,1266;0;105,6881;12,8055
2013;Montcada i Reixac;Vallès Occidental;0;;34863;2360,3900;639,7073;638,5646;1082,1165;161,3296;0,0376;0;71,5138;17,0069
2013;Montgat;Maresme;1;;11055;289,29;184,6839;23,2959;81,3077;12,2702;0,532;0;36,2017;14,9621
2013;Monistrol de Montserrat;Bages;0;;2993;1199,8300;87,3034;36,9873;1075,5349;8,4327;0,9341;0;11,0788;48,138
2013;Monistrol de Calders;Moianès;0;;686;2226,9000;31,848;55,9016;2139,1510;0;0;0;5,5979;12,0158
2013;Muntanyola;Osona;0;Zona de muntanya;585;4027,4600;142,3628;0;3885,0923;0;0;0;15,2835;156,6139
2013;Montclar;Berguedà;0;Zona de muntanya;120;2235,5100;1,3154;0;2234,1969;0;0;0;0,128;6,3264
2013;Montesquiu;Osona;0;Zona de muntanya;912;482,36;24,9539;0;457,4082;3,1183;0;0;2,7155;21,4189
2013;Montmajor;Berguedà;0;Zona de muntanya;463;7506,3100;19,4482;0;7486,8612;3,5787;0;0;1,3996;40,6263
2013;Montmaneu;Anoia;0;Zona de muntanya;169;1380,7700;23,03;35,3827;1322,3617;0,711;1,1568;0;1,1027;70,4393
2013;Figaró-Montmany;Vallès Oriental;0;Zona de muntanya;1110;1478,2200;32,3019;18,4196;1427,4942;2,1873;0;0;1,5612;10,9952
2013;Montmeló;Vallès Oriental;0;;8860;394,15;207,0911;60,7893;126,2656;57,9388;2,9598;0;30,6264;12,9119
2013;Montornès del Vallès;Vallès Oriental;0;;16150;1044,0000;228,3804;224,3176;591,3044;64,7085;0;0;21,3807;8,0348
2013;Montseny;Vallès Oriental;0;Zona de muntanya;320;2643,3800;3,5023;0;2639,8784;0;0;0;0,1909;14,2061
2013;Moià;Moianès;0;Zona de muntanya;5766;7568,1800;227,0264;70,4336;7270,7153;10,7275;8,3169;0;11,5127;13,9701
2013;Mura;Bages;0;Zona de muntanya;205;4718,2500;20,2739;4,9957;4692,9804;0;0,3934;0;2,3068;57,4595
2013;Navarcles;Bages;0;;5973;559,59;152,7024;43,2109;363,6719;14,9511;0;0;19,1052;12,9815
2013;Navàs;Bages;0;;6146;8127,9300;101,3334;8,6194;8017,9766;11,7267;0;0;3,9279;15,0584
2013;la Nou de Berguedà;Berguedà;0;Zona de muntanya;150;2475,0700;10,4069;2,1721;2462,4936;0;0;0;0,5709;45,9038
2013;Òdena;Anoia;0;;3629;5222,9100;158,814;59,6488;5004,4434;46,5475;2,7694;0;16,8614;27,5778
2013;Olvan;Berguedà;0;Zona de muntanya;889;3560,8500;40,9981;65,0849;3454,7692;13,7831;0;0;4,3289;29,9902
2013;Olèrdola;Alt Penedès;0;;3626;3005,3000;310,7544;37,8717;2656,6718;80,2504;0;0;48,0419;50,2761
2013;Olesa de Bonesvalls;Alt Penedès;0;;1720;3153,8400;300,8191;25,1552;2827,8674;1,7912;0;0;5,8757;2,2441
2013;Olesa de Montserrat;Baix Llobregat;0;;23742;1641,3900;283,9899;151,6851;1205,7157;40,441;2,1654;0;10,1851;7,4028
2013;Olivella;Garraf;0;;3617;3890,0400;393,0451;134,9029;3362,0954;0,1566;0;0;57,3636;54,4922
2013;Olost;Lluçanès;0;Zona de muntanya;1184;2915,6700;65,0034;12,4869;2838,1831;11,1009;0,7071;0;5,5059;44,6011
2013;Orís;Osona;0;Zona de muntanya;284;2613,2900;29,6845;0;2583,6089;2,5669;0,9736;0;9,0393;38,8231
2013;Oristà;Lluçanès;0;Zona de muntanya;555;6849,1000;26,4594;2,6633;6819,9807;1,8661;0;0;2,8413;40,5432
2013;Orpí;Anoia;0;;135;1488,8500;8,6558;0;1480,1969;2,2831;0;0;1,0723;27,5109
2013;Òrrius;Maresme;0;;662;556,28;43,2379;8,3976;504,6433;0,9042;0;0;4,3472;38,1755
2013;Pacs del Penedès;Alt Penedès;0;;892;617,2;57,6772;14,3482;545,1758;14,6683;0;0;2,7355;35,6602
2013;Palafolls;Maresme;0;;9081;1649,1500;288,4728;121,0537;1239,6283;47,6579;0;0;16,7317;13,8398
2013;Palau-solità i Plegamans;Vallès Occidental;0;;14454;1483,6400;182,6287;521,1085;779,902;8,7634;0;0;24,0498;11,1971
2013;Pallejà;Baix Llobregat;0;;11208;845,11;300,4736;110,0953;434,5385;42,3088;0,6606;0;36,3702;25,2616
2013;el Papiol;Baix Llobregat;0;;4041;886,54;123,2605;110,3787;652,9004;26,4647;0;0;22,9694;12,6788
2013;Parets del Vallès;Vallès Oriental;0;;18580;904,29;508,3958;111,957;283,9419;185,8346;0;0;30,842;7,8099
2013;Perafita;Lluçanès;0;Zona de muntanya;422;1978,8900;36,2118;11,5193;1931,1545;1,2285;0;0;4,0676;31,5439
2013;Piera;Anoia;0;;15057;5715,0700;814,2121;92,5571;4808,2968;5,1145;0;0;130,5766;27,1505
2013;els Hostalets de Pierola;Anoia;0;;2935;3332,8200;124,008;107,9804;3100,8312;0,6718;0;0;4,4332;15,5618
2013;Pineda de Mar;Maresme;1;;26157;1042,9700;313,5221;106,6277;622,8188;17,396;4,9058;0;15,758;7,8696
2013;el Pla del Penedès;Alt Penedès;0;;1195;943,61;41,2622;4,0535;898,2922;4,9278;0;0;3,7564;26,5416
2013;la Pobla de Claramunt;Anoia;0;;2219;1854,2500;77,9437;165,8213;1610,4817;10,709;0;0;3,1817;16,7059
2013;la Pobla de Lillet;Berguedà;0;Zona de muntanya;1192;5160,0400;28,499;5,5119;5126,0243;5,7952;0,6004;0;4,2587;26,5801
2013;Polinyà;Vallès Occidental;0;;8158;874,14;275,26;89,7842;509,0958;140,1504;2,2948;0;24,6977;13,6383
2013;Pontons;Alt Penedès;0;;504;2553,3700;59,5469;99,0613;2394,7592;0,2674;0;0;4,0092;63,8269
2013;el Prat de Llobregat;Baix Llobregat;1;;63419;3238,0100;613,2208;1708,1314;916,6601;147,5904;28,4215;0;69,2091;7,7464
2013;els Prats de Rei;Anoia;0;;551;2609,9700;18,5878;6,2585;2585,1243;1,5989;0;0;0,4922;37,5541
2013;Prats de Lluçanès;Lluçanès;0;Zona de muntanya;2679;1353,3300;66,7932;17,937;1268,6014;10,5481;0,9979;0;1,8759;14,3559
2013;Premià de Mar;Maresme;1;;28136;215,14;158,2181;17,8808;39,0384;2,261;1,0532;0;11,9957;4,9636
2013;Puigdàlber;Alt Penedès;0;;533;43,78;13,1671;1,2994;29,3181;0,5396;0;0;1,3311;20,3335
2013;Puig-reig;Berguedà;0;Zona de muntanya;4264;4579,4400;135,1456;67,5385;4376,7551;20,7491;0;0;23,9585;52,6373
2013;Pujalt;Anoia;0;Zona de muntanya;198;3142,0500;16,5582;11,4368;3114,0530;0;0;0;1,7207;87,9275
2013;la Quar;Berguedà;0;Zona de muntanya;61;3787,9200;0,9897;0;3786,9281;0;0;0;0,0653;35,2156
2013;Rajadell;Bages;0;;537;4552,0200;19,5509;32,8517;4499,6222;0;0;0;2,7422;11,4478
2013;Rellinars;Vallès Occidental;0;;747;1791,5100;108,0146;28,421;1655,0719;0,3721;0;0;14,1112;53,9721
2013;Ripollet;Vallès Occidental;0;;37234;429,12;321,1389;60,0391;47,9384;53,123;0,3113;0;62,2181;9,4316
2013;la Roca del Vallès;Vallès Oriental;0;;10396;3670,9100;262,1545;446,1499;2962,6033;29,1479;2,271;0;21,119;14,2876
